loc,xmin,ymin,xmax,ymax,confidence,class,name
EunhangIntersection,2.8006203174591064,184.35403442382812,71.98851013183594,214.57315063476562,0.8920808434486389,2,car
EunhangIntersection,288.0290222167969,83.93522644042969,319.63995361328125,112.75289154052734,0.8684787154197693,2,car
EunhangIntersection,268.3354797363281,150.4759979248047,317.2318420410156,180.9117889404297,0.8454331159591675,2,car
EunhangIntersection,222.74847412109375,63.956321716308594,267.0528564453125,113.74439239501953,0.8273270726203918,5,bus
EunhangIntersection,368.23944091796875,70.0521011352539,446.17718505859375,135.31053161621094,0.7995544075965881,5,bus
EunhangIntersection,303.0244445800781,42.521156311035156,326.8633728027344,61.28921127319336,0.7099937796592712,2,car
EunhangIntersection,253.07388305664062,85.10303497314453,289.8841247558594,115.09732055664062,0.7058843970298767,2,car
EunhangIntersection,320.2344055175781,43.83391189575195,343.63427734375,66.8749771118164,0.620001494884491,2,car
EunhangIntersection,317.84552001953125,71.41584777832031,348.7354431152344,92.9985580444336,0.6005238890647888,2,car
EunhangIntersection,289.135009765625,64.0582504272461,318.56915283203125,86.62969207763672,0.5623359084129333,2,car
EunhangIntersection,342.5233154296875,46.70132064819336,366.7773742675781,70.22821807861328,0.5571045875549316,2,car
EunhangIntersection,378.4261779785156,24.420639038085938,397.4732971191406,42.167564392089844,0.4968310594558716,2,car
EunhangIntersection,359.1963195800781,38.60503387451172,378.9799499511719,55.317588806152344,0.41351133584976196,2,car
EunhangIntersection,117.8038558959961,111.82437133789062,125.9009017944336,126.77438354492188,0.39570391178131104,9,traffic light
EunhangIntersection,367.92474365234375,14.623201370239258,387.2153015136719,31.972583770751953,0.3386825919151306,2,car
EunhangIntersection,270.13836669921875,60.897789001464844,297.3960876464844,86.87435913085938,0.2965967059135437,2,car
