loc,xmin,ymin,xmax,ymax,confidence,class,name
WolgotIC,186.1707000732422,176.04090881347656,217.1817169189453,192.4668426513672,0.8556984663009644,2,car
WolgotIC,216.7844696044922,174.97486877441406,247.2277374267578,192.66180419921875,0.8462826609611511,2,car
WolgotIC,16.215391159057617,191.92840576171875,69.83108520507812,219.0125274658203,0.8361635208129883,2,car
WolgotIC,455.15655517578125,148.86460876464844,468.6681213378906,161.31417846679688,0.729268491268158,2,car
WolgotIC,329.7951965332031,148.82183837890625,343.2654113769531,159.63121032714844,0.7067740559577942,2,car
WolgotIC,446.0198669433594,162.5899200439453,462.5528869628906,174.95578002929688,0.6222842931747437,2,car
WolgotIC,247.4451141357422,160.2111053466797,266.6905822753906,172.7652587890625,0.5664461255073547,2,car
WolgotIC,309.8565673828125,155.1787109375,324.70416259765625,167.14488220214844,0.5380656123161316,2,car
WolgotIC,421.6695251464844,142.26622009277344,436.7414855957031,158.05712890625,0.524722158908844,2,car
WolgotIC,439.1091003417969,141.85040283203125,449.0442199707031,148.4546661376953,0.5014583468437195,2,car
WolgotIC,370.4457702636719,150.1664581298828,384.520263671875,159.82630920410156,0.47686561942100525,2,car
WolgotIC,404.77740478515625,143.8124237060547,415.0057678222656,150.2346954345703,0.4488336145877838,2,car
WolgotIC,270.3403625488281,159.2522430419922,305.5274353027344,183.58851623535156,0.3424779772758484,7,truck
WolgotIC,386.2835998535156,145.46278381347656,394.6630554199219,153.1190185546875,0.3007393181324005,2,car
WolgotIC,270.178955078125,159.94223022460938,296.7851867675781,181.7490997314453,0.281156986951828,2,car
WolgotIC,300.1340026855469,155.73007202148438,310.79534912109375,163.98495483398438,0.25305038690567017,2,car
