loc,xmin,ymin,xmax,ymax,confidence,class,name
Je1sunhwan,162.82748413085938,215.4368133544922,183.97756958007812,237.76805114746094,0.7508020997047424,2,car
Je1sunhwan,197.7033233642578,213.79933166503906,216.11793518066406,234.89039611816406,0.6630405187606812,2,car
Je1sunhwan,149.7966766357422,180.04576110839844,168.9130401611328,197.6240997314453,0.6149691939353943,2,car
Je1sunhwan,122.3802719116211,210.71353149414062,142.8010711669922,227.8100128173828,0.6123633980751038,2,car
Je1sunhwan,430.0541076660156,213.3775634765625,456.3795471191406,231.26882934570312,0.6037855744361877,2,car
Je1sunhwan,219.92901611328125,175.25613403320312,234.08653259277344,188.93482971191406,0.5531970858573914,2,car
Je1sunhwan,58.531490325927734,214.41517639160156,93.65937042236328,253.12074279785156,0.48809176683425903,7,truck
Je1sunhwan,75.656005859375,238.35362243652344,105.9692611694336,270.44451904296875,0.45618492364883423,2,car
Je1sunhwan,391.1782531738281,141.20529174804688,415.46185302734375,164.598876953125,0.42564618587493896,7,truck
Je1sunhwan,75.29891204833984,239.021728515625,106.03572845458984,269.5377502441406,0.40996885299682617,7,truck
Je1sunhwan,159.8816680908203,160.17752075195312,173.33677673339844,171.4738006591797,0.40775957703590393,2,car
Je1sunhwan,460.31524658203125,182.98953247070312,506.9851379394531,215.9644317626953,0.40649810433387756,7,truck
Je1sunhwan,170.82086181640625,154.53436279296875,190.01878356933594,171.3905792236328,0.3896200656890869,2,car
Je1sunhwan,350.2364807128906,135.53878784179688,359.9772033691406,144.37045288085938,0.3754076063632965,2,car
Je1sunhwan,216.5979461669922,148.94711303710938,229.56765747070312,163.53550720214844,0.37073513865470886,2,car
Je1sunhwan,191.16075134277344,150.7829132080078,204.42677307128906,162.7418975830078,0.3692454695701599,2,car
Je1sunhwan,336.0731201171875,120.16810607910156,346.8990783691406,132.7119140625,0.3685518205165863,2,car
Je1sunhwan,104.3093032836914,178.88128662109375,144.08058166503906,211.21405029296875,0.36751052737236023,7,truck
Je1sunhwan,248.3932342529297,131.04092407226562,262.76507568359375,144.53329467773438,0.3064976930618286,2,car
Je1sunhwan,226.60845947265625,141.23895263671875,241.12399291992188,151.82150268554688,0.28464218974113464,2,car
Je1sunhwan,105.27632904052734,187.09683227539062,125.49407958984375,210.79676818847656,0.25961899757385254,2,car
