name,time,xmin,ymin,xmax,ymax,confidence,class
EunhangIntersection,2023-08-06 21:16:06.215896,149.12155151367188,42.46007537841797,204.02882385253906,92.45620727539062,0.9094403386116028,5
EunhangIntersection,2023-08-06 21:16:06.215896,280.6252136230469,7.447945594787598,295.5451965332031,21.4276065826416,0.6992234587669373,2
EunhangIntersection,2023-08-06 21:16:06.215896,252.5789031982422,27.541589736938477,267.117919921875,42.31858444213867,0.6688541173934937,2
EunhangIntersection,2023-08-06 21:16:06.215896,192.80612182617188,62.42353820800781,217.60548400878906,83.2696533203125,0.5777069330215454,2
EunhangIntersection,2023-08-06 21:16:06.215896,215.23287963867188,64.48790740966797,239.31655883789062,86.79236602783203,0.5687267780303955,2
EunhangIntersection,2023-08-06 21:16:06.215896,13.069643020629883,71.72797393798828,20.85102081298828,79.86774444580078,0.5507549047470093,9
EunhangIntersection,2023-08-06 21:16:06.215896,267.117919921875,17.079557418823242,283.697265625,30.125776290893555,0.5388619303703308,2
EunhangIntersection,2023-08-06 21:16:06.215896,42.43333435058594,66.87310791015625,49.196353912353516,74.30267333984375,0.5133371949195862,9
EunhangIntersection,2023-08-06 21:16:06.215896,86.55397033691406,83.08729553222656,92.4653549194336,93.89903259277344,0.4955037832260132,9
EunhangIntersection,2023-08-06 21:16:06.215896,236.86019897460938,50.151798248291016,259.5673828125,69.71680450439453,0.41295525431632996,2
EunhangIntersection,2023-08-06 21:16:06.215896,237.73321533203125,35.13330841064453,252.8634490966797,49.803768157958984,0.4000784754753113,2
