name,time,xmin,ymin,xmax,ymax,confidence,class
EunhangIntersection,2023-08-07 10:32:36.969666,222.2576446533203,63.50442123413086,268.045654296875,115.26490783691406,0.8604759573936462,5
EunhangIntersection,2023-08-07 10:32:36.969666,268.3786926269531,150.8308868408203,317.0184020996094,180.8389434814453,0.8585392236709595,2
EunhangIntersection,2023-08-07 10:32:36.969666,287.36602783203125,83.27577209472656,319.88677978515625,112.23614501953125,0.8124020099639893,2
EunhangIntersection,2023-08-07 10:32:36.969666,1.8212882280349731,185.1708221435547,71.14849853515625,214.67747497558594,0.7765112519264221,2
EunhangIntersection,2023-08-07 10:32:36.969666,302.7261047363281,42.062782287597656,326.6429748535156,61.5860710144043,0.7553631663322449,2
EunhangIntersection,2023-08-07 10:32:36.969666,358.1697692871094,37.71800231933594,379.3953857421875,55.67097091674805,0.7512274980545044,2
EunhangIntersection,2023-08-07 10:32:36.969666,378.01080322265625,24.844480514526367,397.3232421875,42.388309478759766,0.7181356549263,2
EunhangIntersection,2023-08-07 10:32:36.969666,319.8802795410156,43.17898178100586,344.4388427734375,66.47037506103516,0.6806110739707947,2
EunhangIntersection,2023-08-07 10:32:36.969666,367.7296447753906,14.957221031188965,386.2718811035156,31.42203140258789,0.6244343519210815,2
EunhangIntersection,2023-08-07 10:32:36.969666,317.8966979980469,71.10985565185547,349.79632568359375,92.83723449707031,0.6066415309906006,2
EunhangIntersection,2023-08-07 10:32:36.969666,288.7144470214844,64.15003204345703,317.964599609375,88.29244232177734,0.5729971528053284,2
EunhangIntersection,2023-08-07 10:32:36.969666,366.5273742675781,0.19022132456302643,464.39361572265625,135.28250122070312,0.556598961353302,5
EunhangIntersection,2023-08-07 10:32:36.969666,351.0213317871094,24.58588218688965,370.51190185546875,44.16462326049805,0.5168745517730713,2
EunhangIntersection,2023-08-07 10:32:36.969666,269.87896728515625,60.4114875793457,296.7750549316406,86.61376190185547,0.4893040359020233,2
EunhangIntersection,2023-08-07 10:32:36.969666,342.6647644042969,46.95245361328125,361.95880126953125,69.1278305053711,0.44980835914611816,2
EunhangIntersection,2023-08-07 10:32:36.969666,252.77943420410156,85.60540008544922,278.2613220214844,116.1271743774414,0.2930637300014496,5
