loc,xmin,ymin,xmax,ymax,confidence,class,name
WolgotIC,15.449124336242676,191.9790802001953,70.1683120727539,218.69564819335938,0.8686665296554565,2,car
WolgotIC,215.86888122558594,173.80604553222656,246.89512634277344,192.0405731201172,0.8455193042755127,2,car
WolgotIC,186.41293334960938,175.44174194335938,216.3091583251953,191.3979034423828,0.7676745057106018,2,car
WolgotIC,446.3870849609375,163.02818298339844,460.8287353515625,174.29302978515625,0.7177783250808716,2,car
WolgotIC,273.5388488769531,159.49923706054688,300.8968505859375,183.9423065185547,0.6907131671905518,7,truck
WolgotIC,0.010714530013501644,252.13206481933594,101.0442123413086,308.0355529785156,0.6728991866111755,13,bench
WolgotIC,455.7118835449219,148.5258026123047,469.109130859375,161.61732482910156,0.5835520625114441,2,car
WolgotIC,246.43446350097656,160.4872589111328,266.2095031738281,173.03379821777344,0.5683633089065552,2,car
WolgotIC,330.0360107421875,148.72166442871094,344.2601013183594,159.97628784179688,0.5496526956558228,2,car
WolgotIC,310.0568542480469,155.88955688476562,324.0369873046875,167.65606689453125,0.48159897327423096,2,car
WolgotIC,426.177734375,150.56935119628906,436.4040832519531,159.09881591796875,0.4514170289039612,2,car
WolgotIC,437.5619812011719,141.2743682861328,448.06304931640625,148.69332885742188,0.34697407484054565,2,car
WolgotIC,268.15618896484375,160.03378295898438,280.89593505859375,173.74624633789062,0.3301578164100647,2,car
WolgotIC,455.4517517089844,148.4058074951172,469.0482177734375,161.60400390625,0.3260140120983124,7,truck
WolgotIC,300.18084716796875,156.0231170654297,309.41546630859375,163.70663452148438,0.28770744800567627,2,car
