camera_name,time,class,name
WolgotIC_night,2023-08-11 09:38:01.445636,2,car
WolgotIC_night,2023-08-11 09:38:01.445636,2,car
WolgotIC_night,2023-08-11 09:38:01.445636,5,bus
WolgotIC_night,2023-08-11 09:38:01.445636,7,truck
WolgotIC_night,2023-08-11 09:38:01.445636,5,bus
