loc,xmin,ymin,xmax,ymax,confidence,class,name
Je1sunhwan,300.9921569824219,131.89028930664062,315.8749694824219,143.51205444335938,0.5544878244400024,2,car
Je1sunhwan,321.6880187988281,121.39263153076172,354.5591735839844,145.87808227539062,0.4931589961051941,5,bus
Je1sunhwan,321.6180725097656,121.50758361816406,354.65826416015625,145.46546936035156,0.31620073318481445,2,car
