loc,xmin,ymin,xmax,ymax,confidence,class,name
EunhangIntersection,268.2440490722656,149.9217987060547,317.33453369140625,180.81480407714844,0.9070890545845032,2,car
EunhangIntersection,5.252529621124268,183.0419921875,71.14124298095703,215.1931915283203,0.8965333700180054,2,car
EunhangIntersection,222.73040771484375,64.20582580566406,267.48297119140625,113.96045684814453,0.8760752081871033,5,bus
EunhangIntersection,368.01129150390625,74.3319320678711,443.60870361328125,135.08450317382812,0.8672429323196411,5,bus
EunhangIntersection,287.7116394042969,83.50978088378906,319.6329345703125,112.7322006225586,0.8548444509506226,2,car
EunhangIntersection,303.1656494140625,43.00386047363281,326.76849365234375,61.46281433105469,0.7350363731384277,2,car
EunhangIntersection,319.8191223144531,44.03903579711914,344.17181396484375,66.69895935058594,0.7327049374580383,2,car
EunhangIntersection,289.6429443359375,65.12727355957031,318.30316162109375,88.30955505371094,0.7087802290916443,2,car
EunhangIntersection,342.9438171386719,47.17613220214844,366.37261962890625,69.78728485107422,0.6904162764549255,2,car
EunhangIntersection,317.2687072753906,71.83946990966797,344.9644775390625,92.94092559814453,0.541959822177887,2,car
EunhangIntersection,359.09893798828125,38.34755325317383,379.1907958984375,56.23846435546875,0.5382848978042603,2,car
EunhangIntersection,378.0181579589844,24.369813919067383,398.12701416015625,41.91880798339844,0.4937143921852112,2,car
EunhangIntersection,253.15185546875,85.47899627685547,289.66156005859375,115.00520324707031,0.41832783818244934,2,car
EunhangIntersection,351.0589904785156,25.80882453918457,371.3446960449219,44.46187973022461,0.37965014576911926,2,car
EunhangIntersection,367.9933166503906,14.53466510772705,386.6199645996094,32.458377838134766,0.29379528760910034,2,car
