name,time,xmin,ymin,xmax,ymax,confidence,class
EunhangIntersection,2023-08-07 10:32:36.969666,268.9502868652344,150.4831085205078,317.28509521484375,180.28236389160156,0.83452969789505,2
EunhangIntersection,2023-08-07 10:32:36.969666,222.48397827148438,62.83837127685547,268.2925720214844,114.6669921875,0.809376060962677,5
EunhangIntersection,2023-08-07 10:32:36.969666,1.3556753396987915,183.63043212890625,72.4333267211914,215.1131591796875,0.7615004777908325,2
EunhangIntersection,2023-08-07 10:32:36.969666,287.1642761230469,83.59446716308594,319.5589294433594,112.38864135742188,0.7280315160751343,2
EunhangIntersection,2023-08-07 10:32:36.969666,368.00732421875,83.05401611328125,438.5759582519531,135.4505157470703,0.7272433042526245,5
EunhangIntersection,2023-08-07 10:32:36.969666,303.0294189453125,43.18348693847656,322.5069885253906,61.338314056396484,0.5846602916717529,2
EunhangIntersection,2023-08-07 10:32:36.969666,357.96246337890625,38.597145080566406,378.6672058105469,56.27662658691406,0.5794205665588379,2
EunhangIntersection,2023-08-07 10:32:36.969666,378.3928527832031,25.030864715576172,397.9678649902344,41.77708435058594,0.5652565360069275,2
EunhangIntersection,2023-08-07 10:32:36.969666,318.9528503417969,43.583473205566406,344.3640441894531,66.57717895507812,0.506798267364502,2
EunhangIntersection,2023-08-07 10:32:36.969666,289.33575439453125,63.5475959777832,318.77899169921875,88.20105743408203,0.5066969990730286,2
EunhangIntersection,2023-08-07 10:32:36.969666,367.5104675292969,14.647272109985352,385.977783203125,32.10358810424805,0.4451916217803955,2
EunhangIntersection,2023-08-07 10:32:36.969666,342.1849060058594,46.47407531738281,360.5242004394531,69.03628540039062,0.4317646920681,2
EunhangIntersection,2023-08-07 10:32:36.969666,269.9845886230469,61.14106369018555,297.0537109375,84.89096069335938,0.4168049693107605,2
EunhangIntersection,2023-08-07 10:32:36.969666,252.6216583251953,86.28015899658203,279.614990234375,115.4859390258789,0.3767826557159424,2
EunhangIntersection,2023-08-07 10:32:36.969666,316.8458557128906,75.88463592529297,336.9737243652344,93.03633880615234,0.3657597601413727,2
