loc,xmin,ymin,xmax,ymax,confidence,class,name
SincheonIntersection,465.2298889160156,179.06370544433594,495.3791809082031,194.95523071289062,0.7831786274909973,2,car
SincheonIntersection,529.309814453125,240.45970153808594,561.8781127929688,267.0096435546875,0.7749376893043518,2,car
SincheonIntersection,20.104970932006836,358.34637451171875,75.70550537109375,375.9038391113281,0.6754148006439209,2,car
SincheonIntersection,53.79138946533203,329.157958984375,84.81956481933594,361.9758605957031,0.6718689799308777,2,car
SincheonIntersection,70.32999420166016,157.52342224121094,90.84159851074219,172.3399200439453,0.6712851524353027,2,car
SincheonIntersection,178.61947631835938,210.3671875,204.4877166748047,243.45901489257812,0.644016683101654,2,car
SincheonIntersection,254.13282775878906,160.6593475341797,270.50030517578125,180.6092987060547,0.5942190289497375,2,car
SincheonIntersection,548.670654296875,224.71237182617188,562.0,244.9424285888672,0.5617495179176331,2,car
SincheonIntersection,253.54331970214844,97.10961151123047,267.5610656738281,117.461669921875,0.47700586915016174,2,car
SincheonIntersection,244.65972900390625,135.00930786132812,259.5346984863281,150.73049926757812,0.45472025871276855,2,car
SincheonIntersection,56.71879577636719,156.5317840576172,75.4626693725586,170.9558868408203,0.4396240711212158,2,car
SincheonIntersection,31.02184295654297,181.9879150390625,71.38683319091797,197.93289184570312,0.428924024105072,2,car
SincheonIntersection,477.50201416015625,204.7704315185547,513.8665771484375,225.0051727294922,0.4223823845386505,2,car
SincheonIntersection,250.92124938964844,145.6389923095703,263.8992614746094,164.19314575195312,0.41990673542022705,2,car
SincheonIntersection,57.38893127441406,131.3388671875,79.26963806152344,149.08229064941406,0.4124146103858948,2,car
SincheonIntersection,0.0,236.58740234375,15.500593185424805,264.42889404296875,0.3980708122253418,2,car
SincheonIntersection,201.90570068359375,106.87711334228516,214.52528381347656,121.62410736083984,0.3914324939250946,2,car
SincheonIntersection,478.864501953125,223.5302734375,492.1085205078125,238.063232421875,0.39085280895233154,3,motorcycle
SincheonIntersection,194.26513671875,181.356201171875,207.5460662841797,201.00486755371094,0.38326510787010193,2,car
SincheonIntersection,247.36276245117188,140.12791442871094,262.30633544921875,158.044921875,0.37435629963874817,2,car
SincheonIntersection,27.032930374145508,155.30227661132812,53.86920166015625,170.94927978515625,0.3626841902732849,2,car
SincheonIntersection,234.969482421875,113.20372009277344,248.1082305908203,128.8094482421875,0.34822148084640503,2,car
SincheonIntersection,533.3905639648438,345.4566955566406,561.8665161132812,375.1877746582031,0.30590876936912537,2,car
SincheonIntersection,68.62371063232422,135.83767700195312,95.09606170654297,150.09835815429688,0.2797929644584656,2,car
