loc,xmin,ymin,xmax,ymax,confidence,class,name
Je1sunhwan,428.4328918457031,211.99635314941406,456.7445983886719,231.94308471679688,0.807400107383728,2,car
Je1sunhwan,390.7796630859375,141.2904052734375,413.9342346191406,164.37985229492188,0.7933454513549805,7,truck
Je1sunhwan,198.77745056152344,214.01942443847656,216.44296264648438,235.040283203125,0.7657834887504578,2,car
Je1sunhwan,163.27491760253906,285.1701965332031,194.10768127441406,328.8955383300781,0.7454364895820618,7,truck
Je1sunhwan,460.646728515625,181.51385498046875,506.05914306640625,213.74281311035156,0.7093706727027893,7,truck
Je1sunhwan,163.72386169433594,213.3462371826172,184.78797912597656,238.59030151367188,0.7072457671165466,2,car
Je1sunhwan,56.630393981933594,215.05325317382812,90.78748321533203,255.91314697265625,0.6919969320297241,7,truck
Je1sunhwan,122.1795425415039,204.79544067382812,145.77694702148438,228.26962280273438,0.6838269829750061,2,car
Je1sunhwan,351.3719787597656,134.53219604492188,360.7798767089844,142.90940856933594,0.6532010436058044,2,car
Je1sunhwan,221.7433624267578,176.86578369140625,234.43106079101562,190.24168395996094,0.5683224201202393,2,car
Je1sunhwan,76.9012680053711,237.20529174804688,107.89283752441406,270.7456970214844,0.540938138961792,7,truck
Je1sunhwan,105.37455749511719,181.1468963623047,146.4069366455078,211.0816650390625,0.48424556851387024,7,truck
Je1sunhwan,341.7635803222656,144.7303924560547,351.54547119140625,150.92791748046875,0.44855090975761414,2,car
Je1sunhwan,151.25833129882812,180.4441680908203,169.8646240234375,198.80108642578125,0.37533295154571533,2,car
Je1sunhwan,217.9626922607422,149.6348114013672,229.4203643798828,163.5409393310547,0.3735223412513733,2,car
Je1sunhwan,151.2193603515625,180.42449951171875,169.97976684570312,198.8288116455078,0.34975847601890564,7,truck
Je1sunhwan,336.03277587890625,120.30136108398438,346.768798828125,132.4082489013672,0.29815322160720825,2,car
Je1sunhwan,229.22488403320312,141.55886840820312,238.3990936279297,149.52957153320312,0.29029417037963867,2,car
Je1sunhwan,196.18301391601562,174.12310791015625,210.65481567382812,187.22535705566406,0.27945518493652344,2,car
