loc,xmin,ymin,xmax,ymax,confidence,class,name
SincheonIntersection,464.9892883300781,178.30557250976562,497.0785827636719,194.05596923828125,0.6039429306983948,2,car
SincheonIntersection,475.11468505859375,204.10389709472656,514.3831176757812,229.95458984375,0.5992065668106079,2,car
SincheonIntersection,529.7282104492188,240.1942901611328,562.0,269.9915771484375,0.5440847277641296,2,car
SincheonIntersection,53.07807922363281,329.0013122558594,84.81455993652344,361.3355712890625,0.5118059515953064,2,car
SincheonIntersection,218.6949005126953,74.49625396728516,234.9069366455078,90.32682800292969,0.5014806389808655,2,car
SincheonIntersection,68.30938720703125,156.93783569335938,89.98474884033203,172.45010375976562,0.4863690435886383,2,car
SincheonIntersection,254.40866088867188,98.95802307128906,267.5646667480469,117.1290512084961,0.4302591383457184,2,car
SincheonIntersection,143.60467529296875,169.077880859375,173.68077087402344,189.80160522460938,0.41191568970680237,2,car
SincheonIntersection,51.02158737182617,131.94712829589844,82.59169006347656,148.81112670898438,0.39970555901527405,2,car
SincheonIntersection,253.2086181640625,158.57289123535156,274.1680603027344,180.73487854003906,0.38275501132011414,2,car
SincheonIntersection,233.4862823486328,111.84419250488281,249.2989044189453,129.53262329101562,0.36361193656921387,2,car
SincheonIntersection,19.869144439697266,139.9070587158203,40.01621627807617,154.99505615234375,0.34183982014656067,2,car
SincheonIntersection,178.3443145751953,213.0882110595703,203.54278564453125,243.95388793945312,0.340226948261261,2,car
SincheonIntersection,178.66189575195312,213.419189453125,204.3246612548828,243.3326873779297,0.31465113162994385,7,truck
SincheonIntersection,250.0899658203125,147.349853515625,266.23785400390625,164.2180938720703,0.252866268157959,2,car
