loc,xmin,ymin,xmax,ymax,confidence,class,name
Je1sunhwan,42.07350540161133,94.35050201416016,170.57232666015625,249.0,0.6806027293205261,6,train
Je1sunhwan,301.6856384277344,131.89967346191406,315.9587097167969,143.14439392089844,0.41305291652679443,2,car
Je1sunhwan,321.22930908203125,120.74695587158203,354.0641784667969,145.9477081298828,0.35630151629447937,2,car
Je1sunhwan,321.55145263671875,120.74478149414062,353.9971923828125,145.84213256835938,0.3440885841846466,7,truck
